UT,PY,DI,TI,DE,ID
SCOPUS:2-s2.0-85200265700,2024,10.30955/gnj.05337,Enhancing concrete durability: Sustainable ternary blends incorporating agricultural and industrial wastes,durability; Nano-SiO<sub>2</sub>; permeability; pozzolanic reaction,
SCOPUS:2-s2.0-84941284645,2015,10.1016/j.scitotenv.2015.07.061,Optimizing the harvesting stage of rye as a green manure to maximize nutrient production and to minimize methane production in mono-rice paddies,Cover crop; Greenhouse gas; Labile organic carbon; Nutrient productivity; Secale cerealis,Agriculture; Air Pollutants; Manure; Methane; Nitrogen; Oryza; Secale; Secale cereale; Biomass; Cellulose; Crops; Cultivation; Fertilizers; Gas emissions; Greenhouse gases; Harvesting; Lignin; Manures; Methane; Nutrients; Organic carbon; Soils; cellulose; lignin; methane; nitrogen; organic carbon; oxide; phosphorus pentoxide; potassium oxide; unclassified drug; air pollutant; manure; methane; nitrogen; Biomass productivity; Chemical compositions; Cover crops; Flooded conditions; Methane production; Plant maturation; Rice cultivation; Secale cerealis; cover crop; green manuring; greenhouse gas; harvesting; methane; nutrient; organic carbon; paddy farming; rice; Article; biomass; carbon footprint; chemical composition; cover crop; dry weight; flooding; flowering; harvesting; manure; nonhuman; nutrient; paddy soil; plant development; plant growth; priority journal; protein content; rye; soil; soil quality; temperature; tillage; agriculture; air pollutant; analysis; Oryza; procedures; Productivity
SCOPUS:2-s2.0-85185692958,2024,10.2174/0118743315290024240122052257,Quantifying and Comparing Greenhouse Gas Emissions in Monsoon Rice Production: A Comprehensive Analysis of Transplanting and Broadcasting Sowing Methods in Myanmar,Broadcasting; Crop; Greenhouse gas emissions; Rice yield; Sowing methods; Transplanting,
SCOPUS:2-s2.0-105019202740,2025,10.29187/2458-973X.1191,"Comparative Study on the Performance of GGBS, UGGBS, and RHA-Incorporated Cement Mortar Mixes",Flowability; GGBS; Rice husk ash; Strength; Supplementary cementitious materials; Sustainability; Sustainable mortars; Ultrafine GGBS,
SCOPUS:2-s2.0-105041393003,2026,10.1016/j.ecolind.2026.115033,Spatio-temporal evolution and driving factors of provincial grain crop water footprint in China from 2000 to 2023,Driving factors; Grain crops; LMDI decomposition; Spatio-temporal evolution; Water footprint,Autocorrelation; Cultivation; Grain (agricultural product); Grain growth; Irrigation; Resource allocation; Water conservation; Water management; Blue water; Divisia index; Driving factors; Grain crops; Logarithmic mean; Logarithmic mean divisia index decomposition; Spatiotemporal evolution; Water footprint; Water saving measures; Waters resources; Crops
SCOPUS:2-s2.0-85069468909,2019,10.1016/j.biteb.2019.100224,"Bio-butanol production from rice straw – Recent trends, possibilities, and challenges",Biomass; Butanol; Fermentation; Pretreatment; Rice straw,Biomass; Butenes; Fermentation; Gas emissions; Greenhouse gases; Lignin; Lignocellulosic biomass; acid; butanol; carbohydrate; cellulose; fossil fuel; hemicellulose; hot water; ionic liquid; lignin; solvent; Economically viable; Lignin removal; Microbial strain; Potential feedstock; Pre-Treatment; Recent trends; Rice straws; Solvent tolerant; alkalinity; Article; biofuel production; biomass; carbon footprint; chemical composition; Clostridia; coculture; DNA modification; fermentation; genetic engineering; hydrolysis; metabolic engineering; microwave radiation; nonhuman; oxidation; ozonolysis; particle size; priority journal; strain improvement; ultrasound; water vapor; Fossil fuels
SCOPUS:2-s2.0-85019735675,2017,10.1016/j.scitotenv.2017.05.090,Estimation of total CH<sub>4</sub> emission from Japanese rice paddies using a new estimation method based on the DNDC-Rice simulation model,CH<sub>4</sub> emission; Climate change; DNDC-Rice; Greenhouse gases; Japan; Rice,Japan; Oryza sativa (japonica cultivar-group); Climate change; Greenhouse gases; Uncertainty analysis; Water management; methane; organic carbon; Anthropogenic sources; DNDC-Rice; Estimation methods; Independent variables; Japan; Management regime; Regional variation; Rice; climate change; decomposition; denitrification; emission; estimation method; greenhouse gas; methane; modeling; paddy field; rice; Article; carbon footprint; climate change; irrigation (agriculture); Japan; land drainage; priority journal; rice; temporal analysis; article; climate change; decomposition; denitrification; greenhouse gas; independent variable; Japan; Japonica rice; neglect; nonhuman; reliability; simulation; water management; C (programming language)
SCOPUS:2-s2.0-85181439337,2024,10.1186/s40008-023-00320-z,Economy-wide impact of climate smart agriculture in India: a SAM framework,Climate change; Conservation agriculture; Organic farming; Social accounting matrix; Zero budget natural farming,
SCOPUS:2-s2.0-85062848543,2018,10.2495/SDP180311,The implementation of life cycle analysis and six sigma method to achieve sustainable water consumption in the agricultural sector,DMAIC; Life cycle analysis; Rice; Six-sigma; Sustainability; Water footprint,
SCOPUS:2-s2.0-105022188658,2025,10.26848/rbgf.v18.6.p4497-4512,Application of the Water Footprint in the rice processing agroindustry in lower São Francisco Sergipe [Aplicação da Pegada Hídrica na agroindústria do beneficiamento do arroz no baixo São Francisco sergipano],Environmental Indicators; Water Management; Water Resources,
SCOPUS:2-s2.0-105041117599,2026,10.18280/ijdne.210418,"Assessing Agricultural Water Footprint and Its Implications for Sustainable Water Management in Aceh Province, Indonesia: A Case Study of Two Watersheds",agriculture; foods; sustainable; water; water footprint,
SCOPUS:2-s2.0-85046485777,2018,10.56093/ijas.v88i4.79099,"Water use, energy use efficiency and carbon footprint of transplanted rice (Oryza sativa) in response to surface drainage",Carbon footprint; Energy efficiency; Rice productivity; Surface drainage; Water use,
SCOPUS:2-s2.0-105041415036,2026,10.1016/j.resenv.2026.100358,"Coupled water–carbon burden transfers in staple-crop supply chains: trade-driven responsibility shifts, inequality signals and sustainability options in China",Consumption-based accounting; Embodied emissions; Equity; Interprovincial trade; Virtual water; Water–carbon nexus,Carbon; Carbon Economy; Chains; Commerce; Grain (agricultural product); Greenhouse gases; Investments; Irrigation; Supply chains; Sustainable development; Consumption-based accounting; Embodied emissions; Equity; Functional units; Greenhouses gas; Interprovincial trade; Staple crops; Virtual water; Water footprint; Water–carbon nexus; Crops
SCOPUS:2-s2.0-85057300469,2019,10.1016/j.scitotenv.2018.11.225,Cost-effective opportunities for climate change mitigation in Indian agriculture,Agriculture; Climate change; Greenhouse gas; India; Marginal Abatement Cost Curve; Mitigation,India; Climate change; Cost effectiveness; Cultivation; Emission control; Food supply; Gas emissions; Surveys; Water management; carbon dioxide; nitrogen; Climate change mitigation; Cost effective opportunity; Food security; Greenhouse gas emissions; Greenhouses gas; India; Long-term changes; Marginal abatement cost curves; Mitigation; Mitigation options; abatement cost; agricultural production; carbon emission; climate change; emission control; greenhouse gas; mitigation; agriculture; animal husbandry; Article; carbon footprint; climate change; controlled study; cost control; cost effectiveness analysis; crop production; ecosystem restoration; environmental policy; food security; Gossypium; human; India; land use; livestock; no tillage; nonhuman; priority journal; rice; risk evaluation and mitigation strategy; soil management; spatial analysis; sugarcane; water management; wheat; Greenhouse gases
SCOPUS:2-s2.0-85111393544,2021,10.31018/jans.v13iSI.2775,India rice export and virtual water trade,Economic gain; Export; Rice; Virtual water trade; Water footprint,
SCOPUS:2-s2.0-85070399918,2019,10.3390/ijerph16152700,Comprehensive environmental assessment of potato as staple food policy in China,Chemical fertilizer inputs; Irrigation-water use; Nutrient reference values; Substitution ratio; Total GHG emission,"Agriculture; China; Crops, Agricultural; Fertilizers; Food Supply; Greenhouse Gases; Nitrogen; Nitrous Oxide; Nutrition Policy; Oryza; Solanum tuberosum; Triticum; Water; China; North China Plain; Solanum tuberosum; Triticum aestivum; nitrogen; nitrogen fertilizer; phosphorus pentoxide; fertilizer; nitrous oxide; water; carbon emission; environmental assessment; fertilizer; food policy; greenhouse gas; irrigation; nutrient; potato; water use; Article; carbon footprint; China; controlled study; flour; food composition; food intake; irrigation (agriculture); nutrient supply; nutrition policy; plant water use; potato; reference value; rice; rural area; urban area; wheat; agriculture; catering service; chemistry; crop; greenhouse gas; Oryza; procedures"
SCOPUS:2-s2.0-85211245797,2024,10.14445/23488352/IJCE-V11I11P102,Effect of Rice Husk Ash on the Properties and Performance of Geopolymer Concrete,-Geopolymer Concrete; Compressive Strength; Rice Husk Ash; Setting Value; Split Tensile Test,
SCOPUS:2-s2.0-85103789068,2021,10.2478/aoas-2021-0007,"Yucca schidigera extract dietary supplementation affects growth performance, hematological and physiological status of european seabass",Dicentrarchus labrax; Growth performance; Hematological; Immunological status; Water quality; Yucca schidigera extract,alpha globulin; ammonia; beta globulin; calcium phosphate dibasic; corn gluten; globulin; gluten; hemoglobin; herring oil; hydrocortisone; immunoglobulin; lysozyme; nitrogen; plant extract; protein; soybean oil; unclassified drug; vitamin; wheat middling; yucca schidigera extract; Article; chemical composition; diet supplementation; economic evaluation; enzyme activity; erythrocyte; European sea bass; fingerling; fish meal; food intake; growth; health status; hematocrit; hematological parameters; immune status; innate immunity; leukocyte count; leukocyte differential count; neutrophil count; nonhuman; rice bran; soybean meal; water quality; yucca; Yucca schidigera
SCOPUS:2-s2.0-85175533540,2023,10.17765/2176-9168.2023v16n3e10523,"The virtual water in grain production in Ceará State, Brazil [A água virtual na produção de grãos no Estado do Ceará, Brasil]",Environmental valuation; Management of water resources; Water footprint,
SCOPUS:2-s2.0-85123013956,2022,10.1016/j.jenvman.2022.114520,Mitigating greenhouse gas emissions from irrigated rice cultivation through improved fertilizer and water management,Alternate wetting and drying; Emission factor; Integrated plant nutrient system; Methane; Nitrous oxide; Urea deep placement,Agriculture; Fertilizers; Greenhouse Gases; Methane; Nitrous Oxide; Oryza; Soil; Water; Water Supply; carbon; fertilizer; methane; nitrogen; nitrous oxide; urea; fertilizer; methane; nitrous oxide; water; agriculture; climate change; cultivation; fertilizer; global warming; greenhouse gas; irrigation system; manure; mitigation; water management; Article; carbon footprint; controlled study; crop management; dry season; field experiment; flooding; greenhouse effect; greenhouse gas; irrigation (agriculture); nonhuman; plant nutrient; plant yield; poultry manure; rice; water management; agriculture; greenhouse gas; Oryza; soil; water supply
SCOPUS:2-s2.0-85081993376,2020,10.12688/f1000research.20046.1,Methane emissions in triple rice cropping: Patterns and a method for reduction,Flooding; Greenhouse gases; Mekong delta; Methane reduction; Methanogenesis inhibition; Rice straw,Agriculture; Carbon; Methane; Oryza; Soil; carbon; methane; soil organic matter; surface water; dissolved oxygen; water; Article; crop production; decomposition; flooding; methanogenesis; nonhuman; photosynthate; plant growth; river; Viet Nam; agriculture; Oryza; soil; bioaccumulation; carbon footprint; cropping system; greenhouse gas; irrigation (agriculture); methane emission; reduction (chemistry); rice
SCOPUS:2-s2.0-85116299428,2022,10.1016/j.scitotenv.2021.150676,Assessment of physical quantity and value of natural capital in China since the 21st century based on a modified ecological footprint model,China; Ecological footprint; National hectares; Natural capital; Physical quantity; Value quantity,"China; Conservation of Natural Resources; Ecology; Ecosystem; Humans; Models, Theoretical; Beijing [China]; China; Jilin; Qinghai; Shanghai; Tianjin; Xizang; Sustainable development; ammonia; ammonia nitrogen; nitrate; nitrogen; organic matter; sulfate; unclassified drug; China; Ecological carrying capacity; Ecological deficit; Ecological footprint; Footprint modeling; National hectare; Natural capital; Per capita; Physical quantities; Value quantity; ecological footprint; environmental assessment; environmental issue; environmental monitoring; freshwater ecosystem; heterogeneity; twenty first century; absorption; adsorption kinetics; afforestation; air pollution; Article; barley; bean; bioaccumulation; Cannabis sativa; carbon footprint; carbon sequestration; cereal; chemical oxygen demand; China; civilization; controlled study; desertification; ecological footprint; electricity; fiber crop; flax; fossil energy; freshwater environment; Gossypium; gross national product; industrialization; jute; linseed; maize; millet; mung bean; nonhuman; peanut; plant tuber; potato; productivity; ramie; rapeseed; rice; sesame; soil pollution; sorghum; soybean; spatial analysis; sunflower; tobacco; urbanization; water pollution; water supply; wheat; ecology; ecosystem; environmental protection; human; theoretical model; Spatial distribution"
SCOPUS:2-s2.0-84880870356,2013,10.1155/2013/546750,Solubility and leaching risks of organic carbon in paddy soils as affected by irrigation managements,,"Agricultural Irrigation; Carbon; Oryza sativa; Soil; Solubility; Water; organic carbon; soil water; carbon; soil; water; carbon; article; atmosphere; bioavailability; carbon footprint; decomposition; flooding; irrigation (agriculture); leaching; soil; soil fertility; solubility; surface soil; chemistry; growth, development and aging; rice; soil; solubility; chemistry"
SCOPUS:2-s2.0-85075054639,2019,10.1038/s41598-019-53072-x,An assessment of irrigated rice production energy efficiency and environmental footprint with in-field and off-field rice straw management practices,,"Agricultural Irrigation; Agriculture; Biomass; Carbon Footprint; Conservation of Energy Resources; Conservation of Water Resources; Energy Metabolism; Environment; Greenhouse Gases; Methane; Nitrous Oxide; Oryza; Seasons; Soil; methane; nitrous oxide; agriculture; biomass; carbon footprint; chemistry; energy conservation; energy metabolism; environment; greenhouse gas; growth, development and aging; irrigation (agriculture); metabolism; Oryza; procedures; season; soil; water conservation"
SCOPUS:2-s2.0-85046758409,2018,10.2134/jeq2017.11.0445,Greenhouse gas emissions and management practices that affect emissions in US rice systems,,Agriculture; Arkansas; California; Greenhouse Effect; Greenhouse Gases; Methane; Mississippi; Oryza; Texas; Crops; Gas emissions; Sulfur compounds; methane; nitrogen oxide; nitrous oxide; organic matter; sulfate; Confidence interval; Cultivar selection; Management practices; Mechanized systems; Production practice; Rice (Oryza sativa L.); Stand establishment; WETTING AND DRYING; Article; carbon footprint; controlled study; crop; cultivar; decomposition; grain yield; harvest; nonhuman; rice; soil texture; United States; water management; agriculture; analysis; Arkansas; California; greenhouse effect; greenhouse gas; Mississippi; Oryza; Texas; Greenhouse gases
SCOPUS:2-s2.0-85196212812,2024,10.54386/jam.v26i2.2569,"Blue and green water footprint assessment of rice crop in high altitude temperate zone of Kashmir, India",blue water footprint; Crop water usage; Effective rainfall; Evapotranspiration; Green water footprint; Rice cultivation,
SCOPUS:2-s2.0-84983120936,2015,10.1111/1752-1688.12353,"Spatio-Temporal Patterns of Open Surface Water in the Central Valley of California 2000-2011: Drought, Land Cover, and Waterbirds",Central Valley; Drought; Land cover; Remote sensing; Trend; Water; Waterbirds,California; Central Valley [California]; United States; Agriculture; Drought; Ecosystems; Land use; Landforms; Remote sensing; Satellite imagery; Tracking (position); Water; Water management; Water resources; Water supply systems; Central Valley; Habitat availability; Land cover; Spatio-temporal variation; Spatiotemporal patterns; Trend; Water distributions; Waterbirds; agricultural land; drought stress; habitat structure; land cover; Landsat; resource management; satellite imagery; spatiotemporal analysis; surface water; water footprint; water resource; waterfowl; Surface waters
SCOPUS:2-s2.0-85085156647,2020,10.1371/journal.pone.0233303,"Profitability, energetics and GHGs emission estimation from rice-based cropping systems in the coastal saline zone of West Bengal, India",,"Carbon Dioxide; Climate Change; Computer Simulation; Crop Production; Crops, Agricultural; Greenhouse Gases; India; Methane; Monte Carlo Method; Nitrous Oxide; Oryza; Risk Assessment; Salinity; carbon dioxide; methane; nitrous oxide; Article; carbon footprint; coastal waters; colocynth; controlled study; crop management; cropping system; energy transfer; fallow; Luffa acutangula; nonhuman; plant yield; potato; productivity; profit; questionnaire; rice; risk assessment; squash; sunflower; sustainable agriculture; Trichosanthes dioica; West Bengal; climate change; computer simulation; crop; crop production; economics; greenhouse gas; growth, development and aging; India; metabolism; Monte Carlo method; Oryza; procedures; salinity"
SCOPUS:2-s2.0-105012132816,2025,10.1016/j.mex.2025.103527,Investigation of concrete durability enhancement using supplementary cementitious materials,Concrete durability; Flyash; Metakaolin; Prosopis juliflora extract; Supplementary cementitious materials,acid; alkali; aluminum oxide; calcium hydroxide; chloride ion; concrete; methanol; naphthalene; silicon dioxide; sulfuric acid; trace element; water; Article; artificial intelligence; bulk density; carbon footprint; chemical fingerprinting; compressive strength; controlled study; corrosion; deterioration; flexural strength; fly ash; freeze thawing; high temperature; nonhuman; permeability; Prosopis juliflora; relative density; reproducibility; rice husk; synergistic effect; temperature; temperature stress; vegetation; water absorption; wood ash
SCOPUS:2-s2.0-85084954986,2020,10.1016/j.scitotenv.2020.139382,Effects of water management on greenhouse gas emissions from farmers' rice fields in Bangladesh,Alternate wetting and drying; Bangladesh; Emission factor; farmers' practice; Greenhouse gas emissions; Lowland rice,Bangladesh; Gallium compounds; Gas emissions; Global warming; Irrigation; Nitrogen oxides; Water management; Water supply; methane; nitrous oxide; Emission factors; Field experiment; Gas chromatographs; Global warming potential; Irrigation waters; Management scheme; Water use efficiency; WETTING AND DRYING; agricultural emission; emission control; gas chromatography; greenhouse gas; irrigation; methane; nitrogen dioxide; paddy field; water management; agricultural land; alternate wetting and drying irrigation; Article; Bangladesh; carbon footprint; comparative study; concentration (parameter); continuous flooding irrigation; crop management; dry season; gas chromatography; grain yield; greenhouse effect; irrigation (agriculture); physical chemistry; priority journal; seasonal variation; water management; Greenhouse gases
SCOPUS:2-s2.0-85200945219,2024,10.1016/j.agwat.2024.108994,Growth and productivity of direct-seeded basmati rice (Oryza sativa L.) as influenced by sowing dates and irrigation schedules in north-western India,Economics; First irrigation; Irrigation schedules; Paddy; Water balance,India; Crops; Economics; Evapotranspiration; Grain (agricultural product); Water conservation; Water management; Water supply; Basmati rice; Crop evapotranspiration; Crop water productivity; First irrigation; Grain yield; Irrigation schedule; Irrigation waters; Paddy; Sowing date; Water balance; agricultural economics; crop production; experimental study; growth; irrigation; paddy field; rice; sowing date; Irrigation
SCOPUS:2-s2.0-85183622938,2024,10.1016/j.spc.2024.01.014,The environmental impacts of reusable rice packaging: An extended comparative life cycle assessment,Circular economy; Environmental impact assessment; Material flow analysis; Plastic packaging; Reuse; Sustainable design,Carbon footprint; Environmental impact assessments; Global warming; Life cycle; Packaging; Packaging materials; Product design; Recycling; Reusability; Sensitivity analysis; Sustainable development; Circular economy; Food loss; Food waste; Materials flow analysis; Plastic packaging; Preparation phasis; Product systems; Reusable packaging; Reuse; Single use; Ecodesign
SCOPUS:2-s2.0-85129928768,2022,10.46754/jssm.2022.01.008,WATER FOOTPRINT ASSESSMENT OF PADDY CULTIVATION: QUANTIFYING DIRECT AND INDIRECT WATER CONSUMPTION,Irrigation water consumption; Sustainable paddy cultivation; Water footprint quantification,
SCOPUS:2-s2.0-85097105746,2021,10.1016/j.jclepro.2020.125255,The water footprint of food and cooking fuel: A case study of self-sufficient rural India,Food consumption patterns rural India; Fuelwood for cooking; Water footprint food; Water footprint fuelwood,Animals; Cooking; Developing countries; Food supply; Fossil fuels; Liquefied petroleum gas; Petroleum prospecting; Rural areas; Water resources; Wood products; Food consumption; Fresh water resources; Fuelwood consumption; Fuelwood production; Future prospects; Literature reviews; Percapita consumption; Research questions; Oils and fats
SCOPUS:2-s2.0-85060270787,2019,10.1016/j.atmosenv.2018.12.032,Responses of greenhouse-gas emissions to land-use change from rice to jasmine production in subtropical China,CH<sub>4</sub>; CO<sub>2</sub>; Emission; GWP; Jasmine cultivation; N<sub>2</sub>O; Paddy field,China; Fujian; Fuzhou; Jasminum; Carbon dioxide; Crops; Gas emissions; Global warming; Greenhouse gases; Land use; Neutron emission; Soils; Tropics; carbon dioxide; concrete; ferric ion; methane; nitrous oxide; organic matter; Change in land use; Cumulative emissions; Environmental concerns; Global warming potential; Organic matter inputs; Paddy fields; Structural equation models; Subtropical China; carbon dioxide; carbon emission; crop plant; global warming; land use change; methane; nitrous oxide; organic matter; paddy field; rice; soil property; subtropical region; Article; carbon footprint; China; crop production; cropland; environmental factor; greenhouse effect; jasmine; land use; priority journal; rice; salinity; seasonal variation; soil acidity; soil fertilization; soil temperature; soil water content; structural equation modeling; tropics; Iron compounds
SCOPUS:2-s2.0-85045087765,2015,10.5958/0974-0228.2015.00036.5,"Farm level water footprints, water productivity and nitrogen use efficiency in irrigated rice under different water and nitrogen management",Nitrogen; Rice; Water balance; Water footprints; Water productivity,
SCOPUS:2-s2.0-85041488078,2018,10.1371/journal.pone.0192235,Effect of dolomite and biochar addition on N<sub>2</sub>O and CO<sub>2</sub> emissions from acidic tea field soil,,Acids; Calcium Carbonate; Charcoal; Magnesium; Nitrous Oxide; Soil; carbon; nitrogen; nitrous oxide; acid; biochar; calcium carbonate; calcium magnesium carbonate; charcoal; magnesium; Article; bamboo; carbon footprint; controlled study; denitrification; environmental impact assessment; moisture; rice husk; sawdust; soil acidity; soil moisture; soil property; tea; water content; chemistry; soil
SCOPUS:2-s2.0-85175102276,2022,10.18402/resci.2022.11.09,Planting structure optimization of three main grain crops in 10 northern China provinces based on water footprint method [基于水足迹视角的中国北方 10 省三大粮食作物种植结构优化],grain production; multi-objective planning; planting structure optimization; water footprint; water resources pressure,
SCOPUS:2-s2.0-85168004939,2022,10.36953/ECJ.021805-2121,"Assessment of water footprint based on estimated crop evapotranspiration for paddy, sugarcane and banana under semi-arid climate",Banana; Footprint; Paddy; Sugarcane; Water,
SCOPUS:2-s2.0-85056695801,2018,10.3390/ijerph15112580,Effects of biochar amendment on co<sub>2</sub> emissions from paddy fields under water-saving irrigation,Biochar; CO<sub>2</sub> ; Paddy field; Q<sub>10</sub> ; Water-saving irrigation,Agricultural Irrigation; Air Pollutants; Carbon Dioxide; Carbon Sequestration; Charcoal; Conservation of Water Resources; Environmental Restoration and Remediation; Oryza; Seasons; Soil; carbon dioxide; charcoal; biochar; carbon dioxide; charcoal; Article; carbon footprint; comparative study; correlation analysis; correlation coefficient; flooding; irrigation (agriculture); rice; seasonal variation; temperature sensitivity; water conservation; air pollutant; analysis; carbon sequestration; chemistry; ecosystem restoration; Oryza; procedures; season; soil; water conservation
SCOPUS:2-s2.0-85097582870,2021,10.1016/j.scitotenv.2020.143879,An explorative assessment of environmental and nutritional benefits of introducing low-carbon meals to Barcelona schools,Life cycle assessment; Public meals; School canteens; Sustainability; WEF nexus,Carbon; Environment; Food Supply; Humans; Meals; Schools; Barcelona [Barcelona (PRV)]; Barcelona [Catalonia]; Catalonia; Spain; Varanidae; Behavioral research; Carbon; Global warming; Hydroelectric power plants; Land use; Life cycle; Nutrition; alpha tocopherol; ascorbic acid; retinol; saturated fatty acid; carbon; Behavioural changes; Climate change mitigation; Global warming potential; Life Cycle Assessment (LCA); Local government; Nutritional benefits; Nutritional changes; Primary energy demand; assessment method; carbon; climate change; environmental conditions; life cycle analysis; local government; nutrition; sustainability; Article; behavior change; bread; calcium intake; caloric intake; carbon footprint; cereal; controlled study; dairy product; dietary fiber; dietary intake; egg; electricity; environmental impact; exploratory research; fat intake; fish; food composition; food waste; fruit; greenhouse effect; human; iron intake; legume; life cycle assessment; low carbon meal; magnesium intake; meal; nutritional health; nutritional value; pasta; potassium intake; potato; poultry meat; priority journal; protein intake; rice; salt intake; solar energy; Spain; sugar intake; vegetable; vitamin intake; catering service; environment; meal; school; Environmental impact
SCOPUS:2-s2.0-85166190056,2022,10.30852/sb.2022.1816,Energy and water footprints comparison of East Asia: A heterogeneity analysis,East Asia; Embodied energy; Multiregional inputoutput analysis; Water footprint,
SCOPUS:2-s2.0-85173427218,2024,10.1016/j.scitotenv.2023.167525,"Understanding human-water nexus in a floodplain district of the Brahmaputra Valley, India: An integration of socio-hydrological and rural hydrological approaches",Brahmaputra valley; Human-water nexus; Interdisciplinary approach; Rural hydrology; Socio-hydrology,Brahmaputra Valley; Economic analysis; Groundwater; Rural areas; Surface waters; Water conservation; Water management; Brahmaputra; Brahmaputra valley; Cultural practices; Flood plains; Human-water nexus; Interdisciplinary approach; Rural hydrology; Socio-cultural; Socio-hydrology; Water interactions; floodplain; hydrology; interdisciplinary approach; livelihood; management practice; rural area; water management; agricultural land; aquatic environment; Article; community; economic well-being; fishing; floodplain; human; hydrology; India; integration; pond; rice; rural area; social evolution; vegetation; water conservation; water footprint; water supply; Floods
SCOPUS:2-s2.0-85214280330,2025,10.18686/cest249,Investigation of hygrothermal behavior of a novel bio-based panel: Experiment and numerical simulation,coupled heat and moisture transfer; hygroscopic material; inverse parameter estimation; liquid water permeability; straw composite,
SCOPUS:2-s2.0-85162707737,2024,10.1177/0734242X231176733,"An in-depth analysis of hospital food waste in terms of magnitude, nutritional value, and environmental and financial perspectives: A cross-sectional study",Carbon footprint; financial; food waste; hospital; nutritional status; patient,Adult; Cross-Sectional Studies; Food Loss and Waste; Hospitals; Humans; Lunch; Nutritive Value; Refuse Disposal; Environmental impact; Finance; Hospitals; Land use; Sustainable development; retinoic acid; Cross-sectional study; Environmental values; Financial; Financial values; Food waste; In-depth analysis; Nutritional status; Nutritional value; Patient; Standard deviation; carbon footprint; finance; food waste; hospital sector; nutritional status; nutritive value; waste management; adult; anemia; anthropometric parameters; Article; body composition; body mass; carbon dioxide emission; carbon dioxide equivalent; carbon footprint; consumer price index; cost benefit analysis; cross-sectional study; dietitian; ecological footprint; educational status; environmental impact; fast food; female; fluid intake; food composition; food intake; food waste; Global Assessment of Functioning; greenhouse effect; greenhouse gas emission; health care cost; hospital food service; hospital patient; human; length of stay; macronutrient intake; major clinical study; male; malnutrition; meal; micronutrient intake; Mini-Nutritional Assessment; nutritional assessment; nutritional value; occupation; questionnaire; recall; smoking; vitamin intake; water footprint; hospital; nutritional value; waste disposal; Carbon footprint
SCOPUS:2-s2.0-84897417675,2014,10.1038/nature13164,Methane fluxes show consistent temperature dependence across microbial to ecosystem scales,,Anaerobiosis; Aquatic Organisms; Archaea; Atmosphere; Carbon Cycle; Carbon Dioxide; Cell Respiration; Ecosystem; Geologic Sediments; Global Warming; Greenhouse Effect; Methane; Oryza sativa; Photosynthesis; Seasons; Temperature; Wetlands; carbon dioxide; methane; carbon cycle; carbon emission; ecosystem response; global warming; methane; methanogenesis; microbial activity; photosynthesis; remineralization; respiration; seasonal variation; temperature effect; air pollution; anaerobic capacity; article; carbon footprint; ecosystem; methanogen; microbial community; nonhuman; photosynthesis; priority journal; seasonal variation; temperature dependence
SCOPUS:2-s2.0-84884866477,2013,10.1155/2013/638582,Emission of carbon dioxide influenced by different water levels from soil incubated organic residues,,Animals; Carbon; Carbon Dioxide; Soil; Water; carbon dioxide; organic carbon; organic matter; water; carbon; carbon dioxide; soil; water; carbon; article; carbon balance; carbon footprint; carbon sequestration; controlled study; cow; decomposition; flooding; nonhuman; organic waste; plant root; poultry; rice; soil; soil water content; straw; animal; chemistry; chemistry; soil
SCOPUS:2-s2.0-85144209034,2022,10.31018/jans.v14i4.3896,Assessment of water footprint for a few major crops in Banas River Basin of Rajasthan,Agricultural water footprint; Blue water footprint; Sustainable agriculture; Water scarcity; Water use,
SCOPUS:2-s2.0-80054981256,2011,10.1038/nature10452,Solutions for a cultivated planet,,"Agriculture; Conservation of Natural Resources; Diet; Environment; Food Supply; Humans; Models, Theoretical; methane; nitrous oxide; agricultural intensification; biodiversity; environmental impact; farming system; food production; food security; land degradation; malnutrition; natural resource; population growth; sustainability; agriculture; article; biodiversity; climate; climate change; crop production; deforestation; ecosystem; environmental impact; environmental protection; food availability; greenhouse gas; land use; livestock; pollution control; priority journal; resource allocation; rice; soil fertilization; sustainable development; waste minimization; water pollution"
SCOPUS:2-s2.0-105037027888,2026,10.1016/j.scitotenv.2026.181828,The wide (un)sustainability ranges of agroexporting territories: Insights from Uruguay,Agroexports; Concentration; Global trade; Sustainability; Uruguay,Forestry; Grain (agricultural product); biomaterial; pesticide; Agroexport; Concentration; Global trade; Integrated assessment; Market orientation; Performance; Pesticide use; Social and environmental; Uruguay; Water use; agricultural land; article; controlled study; forestry; fruit; grain; land use; meat; nonhuman; rice; social pressure; Uruguay; vegetable; Concentration (process); International trade; Sustainable development
SCOPUS:2-s2.0-84983458758,2016,10.1371/journal.pone.0160612,"Inter-annual variability of area-scaled gaseous carbon emissions from wetland soils in the Liaohe Delta, China",,Carbon; Carbon Dioxide; China; Environmental Monitoring; Methane; Seasons; Soil; Wetlands; carbon; carbon dioxide; methane; sodium chloride; carbon; carbon dioxide; methane; soil; Article; biogeochemical cycling; carbon footprint; carbon sequestration; China; environmental management; habitat; hydrology; photosynthesis; Phragmites australis; rice; salinity; seasonal variation; soil temperature; wetland; chemistry; environmental monitoring; procedures; season; soil
